,Latitude,Longitude
0,41.92322348069765,-87.68712473740239
1,41.91211338106909,-87.7089781818963
2,41.91065777262797,-87.70001587078023
3,41.92868551035215,-87.7132929555927
4,41.92066862896905,-87.70706266444616
5,41.91180102409599,-87.69363353703372
6,41.93067460182109,-87.69894569781468
7,41.927194127455735,-87.71689405133196
8,41.91828058149077,-87.70325951915561
9,41.9108906731891,-87.724160528853
10,41.91410949657167,-87.70202827299796
11,41.9126743710208,-87.69426413451123
12,41.91890613392621,-87.713708986847
13,41.921241726589614,-87.68863772681773
14,41.92232791952924,-87.68465935415331
15,41.91777564643709,-87.67868386564211
16,41.92333330512913,-87.69849385032275
17,41.91328532971853,-87.70350495132048
18,41.91541540515888,-87.68449008038051
19,41.92030785493768,-87.67872005388551
20,41.92175662939543,-87.69847105088371
21,41.92168851049676,-87.69810366929828
22,41.92116892830196,-87.70794570296144
23,41.92576468428714,-87.69770862733952
24,41.923352356557125,-87.71897375568557
25,41.92305106699527,-87.71560013466731
26,41.9289274681658,-87.69646672809058
27,41.91767091842326,-87.71964998436206
28,41.91175115971448,-87.71223199414794
29,41.92812368819024,-87.70492174641164
30,41.931865971710266,-87.68313586642454
31,41.92870908801482,-87.70722447462666
32,41.91347808241853,-87.72265132607781
33,41.92154003169113,-87.71528891794398
34,41.924062372069,-87.68940426167359
35,41.92806679110502,-87.70806330619104
36,41.91307960477205,-87.68606271552623
37,41.9270020237955,-87.69919359879002
38,41.91399223096317,-87.68213624553685
39,41.9264594512316,-87.72190698587434
40,41.92678600186952,-87.68653330402108
41,41.91257668611505,-87.68496243101426
42,41.92848065969261,-87.68074604718856
43,41.92924859662403,-87.68121190156843
44,41.92748614282024,-87.71308162086191
45,41.922056465250925,-87.69514906122411
46,41.9104470582787,-87.71266285123254
47,41.92389662449987,-87.68024495717218
48,41.91981589889974,-87.70894320069581
49,41.921806626182665,-87.71663602657783
50,41.91442873109852,-87.70988305943757
51,41.92865792362791,-87.68884671476589
52,41.92437728122524,-87.71316789112205
53,41.91617098147013,-87.72174189464367
54,41.93016002562918,-87.72041332517901
55,41.92489067403667,-87.7080679968265
56,41.92075834771782,-87.71258400018141
57,41.92160228363931,-87.7082311301676
58,41.92407023721384,-87.68604491871339
59,41.91100091318585,-87.6775600145437
60,41.9252939453385,-87.70258502787729
61,41.931004967399616,-87.69756487450702
62,41.91826688094973,-87.70187773300704
63,41.91489409920474,-87.70066080588141
64,41.92053793099424,-87.68171016359628
65,41.92919045208887,-87.68641180963776
66,41.92142728469457,-87.72099116848665
67,41.92635650035931,-87.67867629281585
68,41.91351581474789,-87.72097108470824
69,41.912296829150286,-87.70030310874566
70,41.91474957073985,-87.70442165228212
71,41.91089009823085,-87.70735567910032
72,41.9213725174372,-87.69567907172373
73,41.92519695502394,-87.6821405656222
74,41.92609982334047,-87.69821534840166
75,41.91387384272485,-87.70450970319098
76,41.92948655636542,-87.70415730124678
77,41.92329531316427,-87.69515205023517
78,41.9106652807282,-87.70674066152277
79,41.93160808849373,-87.70103668831429
80,41.93138829665845,-87.70746127686733
81,41.92285843469434,-87.68458729296474
82,41.9237854892722,-87.6998233004425
83,41.920149075105016,-87.68726742450832
84,41.91786023046058,-87.71856255452421
85,41.92010427014959,-87.71027737421728
86,41.92460678698007,-87.691758649734
87,41.913102618557886,-87.68061458468715
88,41.91622877138361,-87.71681206368194
89,41.9271993638539,-87.70413817805397
90,41.913141322063794,-87.72307609438221
91,41.91951044328819,-87.7110773794939
92,41.9282852642533,-87.70132951890325
93,41.911584315175965,-87.69304642619073
94,41.930203609646426,-87.70849405768902
95,41.92781850980334,-87.72615464018092
96,41.91742828443432,-87.69252135616335
97,41.91961989184701,-87.70721124413122
98,41.91860774391995,-87.71259082800458
99,41.91741780258548,-87.70216473696158
100,41.91073960413189,-87.68802173792517
101,41.920850684648826,-87.68035810450223
102,41.92051347046407,-87.69076987572687
103,41.9240585701031,-87.72156521549273
104,41.91651065650097,-87.694281448729
105,41.91404006554338,-87.67847015553764
106,41.9158253020724,-87.69569430330816
107,41.91035058830273,-87.69541456734932
108,41.9138288121635,-87.69846468111506
109,41.9316096458093,-87.69106942505111
110,41.91220159028173,-87.71799707514326
111,41.91801636315138,-87.71115432901863
112,41.93154232735899,-87.694954866308
113,41.92890483510359,-87.71577534644365
114,41.91743708960555,-87.7232915762964
115,41.911686477715065,-87.71077809444057
116,41.92636995988615,-87.72543646350019
117,41.92665268021456,-87.68578119068003
118,41.923170670842,-87.70078833524397
119,41.921771926554925,-87.72447846715986
120,41.93076125096719,-87.69110822285097
121,41.91684875951049,-87.70878990738437
122,41.92768148797163,-87.70270063043085
123,41.92391467610262,-87.71645675182306
124,41.91406319060668,-87.71771900420171
125,41.928342595045926,-87.70492002232068
126,41.92008998824345,-87.69382765233814
127,41.91688714643723,-87.72152164699655
128,41.91060738863593,-87.72342925573115
129,41.92112042965267,-87.68422227030742
130,41.92732717495185,-87.69144315350952
131,41.92613309569799,-87.68851345560171
132,41.92354727329986,-87.72604203598316
133,41.92582198644816,-87.67860067052759
134,41.929896926775534,-87.70088875471652
135,41.91236034518414,-87.72597802104072
136,41.9207927642852,-87.72198045679035
137,41.91724118088799,-87.71445613734898
138,41.92223222364965,-87.68094117031069
139,41.912331216548175,-87.70102963924188
140,41.93112088740556,-87.72665810790235
141,41.912706902975366,-87.72586410234724
142,41.91390784810939,-87.69829490531467
143,41.91707105120225,-87.70028247391356
144,41.9285454475502,-87.71780736912856
145,41.91893161623166,-87.70142179915462
146,41.92624471077484,-87.71635380599167
147,41.92350650331759,-87.71818614998372
148,41.92749064412848,-87.69991634106343
149,41.92843054267511,-87.70691338178156
150,41.92133128828041,-87.69291282199354
151,41.92127842915792,-87.72593453036095
152,41.92637765298681,-87.69953456564159
153,41.931264445875335,-87.68645986556878
154,41.91738573132915,-87.70174606403154
155,41.927151378341925,-87.7063063593331
156,41.92020521236554,-87.69910545990517
157,41.92015471476299,-87.72516748531734
158,41.92658748235242,-87.69804271190533
159,41.93149326130052,-87.69794863410473
160,41.92788691049259,-87.7229328095566
161,41.915131712099104,-87.71411050778984
162,41.91033769688373,-87.7043087169519
163,41.918016296393375,-87.684490769468
164,41.92266685436046,-87.68750697783
165,41.91828533776071,-87.6912752175942
166,41.931359329152194,-87.69255329733218
167,41.924838170942266,-87.69651379573614
168,41.92424298116958,-87.70323372247086
169,41.92593619981218,-87.70038075303405
170,41.9130389132819,-87.70799587337636
171,41.9219174473743,-87.70874864047597
172,41.92121198512401,-87.67792089648574
173,41.91399584936799,-87.67985177619184
174,41.91153137089509,-87.70688921869674
175,41.91559799792557,-87.69648940308822
176,41.92664699860299,-87.71029482870482
177,41.92425232266687,-87.7124320062605
178,41.92321837111864,-87.7223945768616
179,41.92798196423387,-87.72273600153233
180,41.92891305287731,-87.70188274253039
181,41.91362260084191,-87.71874409443927
182,41.91632578290912,-87.69149401962672
183,41.91433643964479,-87.72183414118932
184,41.92784545648833,-87.70890703012748
185,41.91444911736119,-87.69798965265042
186,41.91276062216234,-87.71532549595615
187,41.91585907547504,-87.68650596455842
188,41.92445808625992,-87.70196915444347
189,41.93108274878215,-87.6841607011681
190,41.91689293730435,-87.6962797254875
191,41.91341383738379,-87.7178323314895
192,41.921916468770185,-87.71519361020938
193,41.92161309466351,-87.71633775406751
194,41.93050620983367,-87.70485953570085
195,41.92264547103685,-87.70433335271214
196,41.929111981694746,-87.67894995382201
197,41.91054241174398,-87.69820145104822
198,41.91699175121244,-87.68906835037136
199,41.910597093465306,-87.71819869181321
200,41.91051852755396,-87.70384353922472
201,41.921884181351125,-87.71501881044047
202,41.92771726898012,-87.7094942641674
203,41.92150736907976,-87.69353421366013
204,41.91720909900714,-87.71425452118396
205,41.92475643755678,-87.69660648694973
206,41.91213746299611,-87.67811453687754
207,41.92357205072757,-87.70508490338283
208,41.92667497020198,-87.68354639980089
209,41.92528660129798,-87.68570996156582
210,41.92211344274868,-87.71633909322937
211,41.9312584693904,-87.69316936173593
212,41.92226076234808,-87.70061201831693
213,41.91170706732294,-87.72213257312961
214,41.92650367759639,-87.69502856470989
215,41.91929973568465,-87.67820942901427
216,41.916761206767376,-87.69118904660421
217,41.91734147698463,-87.69570383525354
218,41.92986051707291,-87.71263231063728
219,41.92829333935171,-87.71558529681711
220,41.91189586059672,-87.68428031925444
221,41.9306469991455,-87.72503593213922
222,41.92415362917794,-87.7210904121009
223,41.930923312821065,-87.70568115252911
224,41.93180852624438,-87.7027589505813
225,41.92923194440604,-87.70374670631281
226,41.92413516425348,-87.69134919538016
227,41.91786903101352,-87.72577337474652
228,41.92943403888828,-87.71599083209534
229,41.92773375720528,-87.70044759691606
230,41.91868897581011,-87.70873479566305
231,41.91146297632781,-87.68127212367425
232,41.92814611783578,-87.70665428329491
233,41.92684250121763,-87.71999732029464
234,41.92292458234619,-87.68861145648906
235,41.91848553388454,-87.71792523719743
236,41.93018355933297,-87.6945709914787
237,41.91177454014711,-87.7259548432265
238,41.91926697964213,-87.69325537731383
239,41.92729922505889,-87.68746755912468
240,41.930367118218165,-87.71945039755306
241,41.92802777568947,-87.7048914790203
242,41.91255766421168,-87.72388543819545
243,41.92973495381196,-87.71190903447422
244,41.92613243368825,-87.693578841244
245,41.92611725633703,-87.6904320259975
246,41.91121956032315,-87.71456118948606
247,41.92712138120445,-87.71472836748745
248,41.92148954285375,-87.68202001391232
249,41.91475556831641,-87.69999489526472
250,41.92237175626123,-87.70811843893058
251,41.91736548182451,-87.68561541174988
252,41.92824876507573,-87.6953937832582
253,41.928144845209175,-87.68043072388893
254,41.92100302084621,-87.71946854177257
255,41.910923583323935,-87.71632649957873
256,41.91058708265547,-87.68404375722635
257,41.92635277846863,-87.71920202034573
258,41.9138391140248,-87.7022784201315
259,41.914771373475226,-87.6902106536557
260,41.92220501486308,-87.72652323420304
261,41.91467989602601,-87.72076987469491
262,41.92948070205899,-87.70487279709047
263,41.913659884249,-87.71090424781069
264,41.92777161197488,-87.71156985286024
265,41.92063269672831,-87.69829337850784
266,41.9129696776085,-87.72486117375507
267,41.915985487469165,-87.69292840781605
268,41.91605968081769,-87.69211566678767
269,41.92891921686852,-87.6989295305501
