Longitude,Latitude,Zip
-87.68712473740239,41.923223480697644,60647
-87.7089781818963,41.91211338106909,60647
-87.70001587078023,41.910657772627964,60647
-87.7132929555927,41.92868551035215,60647
-87.70706266444616,41.92066862896905,60647
-87.69363353703372,41.911801024095986,60647
-87.69894569781468,41.93067460182109,60647
-87.71689405133196,41.927194127455735,60647
-87.70325951915561,41.91828058149077,60647
-87.724160528853,41.9108906731891,60647
-87.70202827299796,41.91410949657167,60647
-87.69426413451123,41.9126743710208,60647
-87.713708986847,41.91890613392621,60647
-87.68863772681773,41.921241726589614,60647
-87.68465935415331,41.92232791952924,60647
-87.67868386564211,41.91777564643709,60647
-87.69849385032275,41.92333330512913,60647
-87.70350495132048,41.91328532971853,60647
-87.68449008038051,41.91541540515888,60647
-87.67872005388551,41.920307854937676,60647
-87.69847105088371,41.92175662939543,60647
-87.69810366929828,41.92168851049676,60647
-87.70794570296144,41.92116892830196,60647
-87.69770862733952,41.92576468428714,60647
-87.71897375568557,41.923352356557125,60647
-87.71560013466731,41.92305106699527,60647
-87.69646672809058,41.9289274681658,60647
-87.71964998436206,41.91767091842326,60647
-87.71223199414794,41.911751159714484,60647
-87.70492174641164,41.92812368819024,60647
-87.68313586642454,41.931865971710266,60647
-87.70722447462666,41.92870908801482,60647
-87.72265132607781,41.91347808241853,60647
-87.71528891794398,41.92154003169113,60647
-87.68940426167359,41.924062372069,60647
-87.70806330619104,41.92806679110502,60647
-87.68606271552623,41.91307960477205,60647
-87.69919359879002,41.9270020237955,60647
-87.68213624553685,41.91399223096317,60647
-87.72190698587434,41.926459451231594,60647
-87.68653330402108,41.926786001869516,60647
-87.68496243101426,41.91257668611505,60647
-87.68074604718856,41.92848065969261,60647
-87.68121190156843,41.92924859662403,60647
-87.71308162086191,41.927486142820236,60647
-87.69514906122411,41.922056465250925,60647
-87.71266285123254,41.9104470582787,60647
-87.68024495717218,41.92389662449987,60647
-87.70894320069581,41.91981589889974,60647
-87.71663602657783,41.921806626182665,60647
-87.70988305943757,41.91442873109852,60647
-87.68884671476589,41.92865792362791,60647
-87.71316789112205,41.92437728122524,60647
-87.72174189464367,41.916170981470124,60647
-87.72041332517901,41.93016002562918,60647
-87.7080679968265,41.92489067403667,60647
-87.71258400018141,41.92075834771782,60647
-87.7082311301676,41.92160228363931,60647
-87.68604491871339,41.92407023721384,60647
-87.6775600145437,41.91100091318585,60647
-87.70258502787729,41.9252939453385,60647
-87.69756487450702,41.931004967399616,60647
-87.70187773300704,41.91826688094973,60647
-87.70066080588141,41.91489409920474,60647
-87.68171016359628,41.92053793099424,60647
-87.68641180963776,41.92919045208887,60647
-87.72099116848665,41.92142728469457,60647
-87.67867629281585,41.92635650035931,60647
-87.72097108470824,41.91351581474789,60647
-87.70030310874566,41.912296829150286,60647
-87.70442165228212,41.91474957073985,60647
-87.70735567910032,41.910890098230844,60647
-87.69567907172373,41.9213725174372,60647
-87.6821405656222,41.92519695502394,60647
-87.69821534840166,41.926099823340465,60647
-87.70450970319098,41.91387384272485,60647
-87.70415730124678,41.92948655636542,60647
-87.69515205023517,41.92329531316427,60647
-87.70674066152277,41.910665280728196,60647
-87.70103668831429,41.93160808849373,60647
-87.70746127686733,41.931388296658454,60647
-87.68458729296474,41.92285843469434,60647
-87.6998233004425,41.9237854892722,60647
-87.68726742450832,41.920149075105016,60647
-87.71856255452421,41.91786023046058,60647
-87.71027737421728,41.92010427014959,60647
-87.691758649734,41.92460678698007,60647
-87.68061458468715,41.913102618557886,60647
-87.71681206368194,41.91622877138361,60647
-87.70413817805397,41.9271993638539,60647
-87.72307609438221,41.913141322063794,60647
-87.7110773794939,41.91951044328819,60647
-87.70132951890325,41.9282852642533,60647
-87.69304642619073,41.911584315175965,60647
-87.70849405768902,41.930203609646426,60647
-87.72615464018092,41.92781850980334,60647
-87.69252135616335,41.917428284434315,60647
-87.70721124413122,41.91961989184701,60647
-87.71259082800458,41.91860774391995,60647
-87.70216473696158,41.917417802585476,60647
-87.68802173792517,41.910739604131884,60647
-87.68035810450223,41.920850684648826,60647
-87.69076987572687,41.92051347046407,60647
-87.72156521549273,41.9240585701031,60647
-87.694281448729,41.91651065650097,60647
-87.67847015553764,41.91404006554338,60647
-87.69569430330816,41.9158253020724,60647
-87.69541456734932,41.91035058830273,60647
-87.69846468111506,41.9138288121635,60647
-87.69106942505111,41.9316096458093,60647
-87.71799707514326,41.91220159028173,60647
-87.71115432901863,41.91801636315138,60647
-87.694954866308,41.93154232735899,60647
-87.71577534644365,41.92890483510359,60647
-87.7232915762964,41.91743708960555,60647
-87.71077809444057,41.911686477715065,60647
-87.72543646350019,41.926369959886145,60647
-87.68578119068003,41.92665268021456,60647
-87.70078833524397,41.923170670842,60647
-87.72447846715986,41.921771926554925,60647
-87.69110822285097,41.93076125096719,60647
-87.70878990738437,41.91684875951049,60647
